DATE,AWND,PRCP,TMAX,TMIN,TOBS,BEAUFORT_SCALE,PRCP_SCALE,MEAN_TEMP
2020-07-20,3.2875,0.009411764705882354,34.964285714285715,25.435714285714283,26.76666666666667,Light Breeze,Slight,29.055555555555557
2020-07-21,2.3874999999999997,0.014606741573033709,34.01428571428571,23.300000000000004,23.883333333333336,Light Breeze,Slight,27.06587301587302
2020-07-22,2.5625,3.5894736842105264,33.59285714285714,22.771428571428572,24.366666666666667,Light Breeze,Slight,26.910317460317458
2020-07-23,3.4375,12.146315789473686,32.53571428571429,22.50714285714286,22.866666666666667,Gentle Breeze,Slight,25.96984126984127
2020-07-24,2.125,10.608602150537635,29.0,22.414285714285715,22.866666666666667,Light Breeze,Slight,24.760317460317463
2020-07-25,2.4125,5.887912087912087,29.74285714285714,21.142857142857142,21.439999999999998,Light Breeze,Slight,24.108571428571427
2020-07-26,3.6125,0.0125,33.17142857142857,23.242857142857144,24.019999999999996,Gentle Breeze,Slight,26.811428571428568
2020-07-27,3.8375,0.0,34.55714285714286,23.214285714285715,23.6,Gentle Breeze,Slight,27.123809523809523
2020-07-28,3.4499999999999997,0.2098901098901099,34.75714285714285,24.692857142857147,26.116666666666664,Gentle Breeze,Slight,28.522222222222222
2020-07-29,2.4875,0.6527472527472528,33.12142857142857,22.935714285714287,23.23333333333333,Light Breeze,Slight,26.430158730158727
2020-07-30,2.45,0.075,33.08571428571428,22.507142857142856,23.55,Light Breeze,Slight,26.38095238095238
2020-07-31,1.8250000000000002,18.595833333333335,30.95714285714286,21.235714285714288,21.583333333333332,Light Breeze,Slight,24.59206349206349
2020-08-01,2.5124999999999997,1.282758620689655,29.721428571428568,20.157142857142855,20.98,Light Breeze,Slight,23.61952380952381
2020-08-02,4.7625,0.1896551724137931,31.94285714285714,23.050000000000004,24.439999999999998,Gentle Breeze,Slight,26.477619047619047
2020-08-03,3.4624999999999995,1.51,31.678571428571427,22.807142857142857,24.45,Gentle Breeze,Slight,26.31190476190476
2020-08-04,5.6499999999999995,14.390322580645162,29.442857142857143,21.671428571428574,23.25,Moderate Breeze,Slight,24.788095238095238
2020-08-05,2.9000000000000004,16.93370786516854,28.971428571428568,21.285714285714285,22.05,Light Breeze,Slight,24.10238095238095
